cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,Governor,9/23/22,NE-G1,Carol Blood,Jim Pillen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MN-G1,Tim Walz,Scott Jensen,4,Expert ratings adjusted for national environment,10.44208,0,0,2.861634,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MN-G1,Tim Walz,Scott Jensen,3,Fundamentals (non-polling factors),14.21785,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MN-G1,Tim Walz,Scott Jensen,2,CANTOR (analysis of comparable disticts),13.60394,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MN-G1,Tim Walz,Scott Jensen,1,Polls adjusted for house effects & other factors,10.59935,4.298473,4.298473,4.298473,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MI-G1,Gretchen Whitmer,Tudor M. Dixon,4,Expert ratings adjusted for national environment,6.087348,0,0,2.673449,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MI-G1,Gretchen Whitmer,Tudor M. Dixon,3,Fundamentals (non-polling factors),16.74988,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MI-G1,Gretchen Whitmer,Tudor M. Dixon,2,CANTOR (analysis of comparable disticts),13.52804,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MI-G1,Gretchen Whitmer,Tudor M. Dixon,1,Polls adjusted for house effects & other factors,12.27753,3.921168,3.921168,3.921168,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ME-G1,Janet T. Mills,Paul R. LePage,4,Expert ratings adjusted for national environment,6.867104,0,0,1.81251,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ME-G1,Janet T. Mills,Paul R. LePage,3,Fundamentals (non-polling factors),11.93877,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ME-G1,Janet T. Mills,Paul R. LePage,2,CANTOR (analysis of comparable disticts),14.75448,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ME-G1,Janet T. Mills,Paul R. LePage,1,Polls adjusted for house effects & other factors,10.01437,2.195006,2.195006,2.195006,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MD-G1,Wes Moore,Dan Cox,4,Expert ratings adjusted for national environment,19.56824,0,0,1.382779,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MD-G1,Wes Moore,Dan Cox,3,Fundamentals (non-polling factors),21.0533,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MD-G1,Wes Moore,Dan Cox,2,CANTOR (analysis of comparable disticts),9.406296,.6665951,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MD-G1,Wes Moore,Dan Cox,1,Polls adjusted for house effects & other factors,22.11572,1.333405,1.333405,1.333405,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MA-G1,Maura Healey,Geoff Diehl,4,Expert ratings adjusted for national environment,20.38766,0,0,1.877562,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MA-G1,Maura Healey,Geoff Diehl,3,Fundamentals (non-polling factors),26.87519,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MA-G1,Maura Healey,Geoff Diehl,2,CANTOR (analysis of comparable disticts),11.20185,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,MA-G1,Maura Healey,Geoff Diehl,1,Polls adjusted for house effects & other factors,21.72837,2.325433,2.325433,2.325433,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,KS-G1,Laura Kelly,Derek Schmidt,4,Expert ratings adjusted for national environment,.1502501,0,0,1.85406,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,KS-G1,Laura Kelly,Derek Schmidt,3,Fundamentals (non-polling factors),3.288198,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,KS-G1,Laura Kelly,Derek Schmidt,2,CANTOR (analysis of comparable disticts),6.83825,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,KS-G1,Laura Kelly,Derek Schmidt,1,Polls adjusted for house effects & other factors,5.303566,2.278311,2.278311,2.278311,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IL-G1,J.B. Pritzker,Darren Bailey,4,Expert ratings adjusted for national environment,19.16443,0,0,1.877981,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IL-G1,J.B. Pritzker,Darren Bailey,3,Fundamentals (non-polling factors),20.79228,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IL-G1,J.B. Pritzker,Darren Bailey,2,CANTOR (analysis of comparable disticts),16.59227,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IL-G1,J.B. Pritzker,Darren Bailey,1,Polls adjusted for house effects & other factors,13.12493,2.326273,2.326273,2.326273,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ID-G1,Stephen Heidt,Brad Little,4,Expert ratings adjusted for national environment,-33.46051,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ID-G1,Stephen Heidt,Brad Little,3,Fundamentals (non-polling factors),-33.67302,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ID-G1,Stephen Heidt,Brad Little,2,CANTOR (analysis of comparable disticts),-32.40157,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,ID-G1,Stephen Heidt,Brad Little,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IA-G1,Deidre DeJear,Kim Reynolds,4,Expert ratings adjusted for national environment,-22.17914,0,0,1.652874,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IA-G1,Deidre DeJear,Kim Reynolds,3,Fundamentals (non-polling factors),-24.16493,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IA-G1,Deidre DeJear,Kim Reynolds,2,CANTOR (analysis of comparable disticts),-10.62048,.1250615,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,IA-G1,Deidre DeJear,Kim Reynolds,1,Polls adjusted for house effects & other factors,-12.15445,1.874938,1.874938,1.874938,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,HI-G1,Josh Green,Duke Aiona,4,Expert ratings adjusted for national environment,27.45278,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,HI-G1,Josh Green,Duke Aiona,3,Fundamentals (non-polling factors),28.04477,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,HI-G1,Josh Green,Duke Aiona,2,CANTOR (analysis of comparable disticts),16.82552,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,HI-G1,Josh Green,Duke Aiona,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,GA-G1,Stacey Abrams,Brian Kemp,4,Expert ratings adjusted for national environment,-5.786848,0,0,6.638613,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,GA-G1,Stacey Abrams,Brian Kemp,3,Fundamentals (non-polling factors),-9.389029,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,GA-G1,Stacey Abrams,Brian Kemp,2,CANTOR (analysis of comparable disticts),-10.72663,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,GA-G1,Stacey Abrams,Brian Kemp,1,Polls adjusted for house effects & other factors,-4.990795,11.87123,11.87123,11.87123,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,FL-G1,Charlie Crist,Ron DeSantis,4,Expert ratings adjusted for national environment,-11.92906,0,0,4.834517,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,FL-G1,Charlie Crist,Ron DeSantis,3,Fundamentals (non-polling factors),-12.15959,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,FL-G1,Charlie Crist,Ron DeSantis,2,CANTOR (analysis of comparable disticts),-10.2557,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,FL-G1,Charlie Crist,Ron DeSantis,1,Polls adjusted for house effects & other factors,-6.205765,8.254057,8.254057,8.254057,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CT-G1,Edward Lamont,Robert Stefanowski,4,Expert ratings adjusted for national environment,15.95002,0,0,2.138751,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CT-G1,Edward Lamont,Robert Stefanowski,3,Fundamentals (non-polling factors),10.65726,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CT-G1,Edward Lamont,Robert Stefanowski,2,CANTOR (analysis of comparable disticts),16.16528,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CT-G1,Edward Lamont,Robert Stefanowski,1,Polls adjusted for house effects & other factors,14.83088,2.849111,2.849111,2.849111,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CO-G1,Jared Polis,Heidi Ganahl,4,Expert ratings adjusted for national environment,19.65867,0,0,1.928643,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CO-G1,Jared Polis,Heidi Ganahl,3,Fundamentals (non-polling factors),13.51299,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CO-G1,Jared Polis,Heidi Ganahl,2,CANTOR (analysis of comparable disticts),13.2774,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CO-G1,Jared Polis,Heidi Ganahl,1,Polls adjusted for house effects & other factors,13.78244,2.42785,2.42785,2.42785,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CA-G1,Gavin Newsom,Brian Dahle,4,Expert ratings adjusted for national environment,27.12369,0,0,1.935122,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CA-G1,Gavin Newsom,Brian Dahle,3,Fundamentals (non-polling factors),27.45944,0,1.342794,1.342794,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CA-G1,Gavin Newsom,Brian Dahle,2,CANTOR (analysis of comparable disticts),18.16126,0,.0962403,.0962403,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,CA-G1,Gavin Newsom,Brian Dahle,1,Polls adjusted for house effects & other factors,26.23834,2.44084,2.44084,2.44084,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AZ-G1,Katie Hobbs,Kari Lake,4,Expert ratings adjusted for national environment,.1502501,0,0,4.485285,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AZ-G1,Katie Hobbs,Kari Lake,3,Fundamentals (non-polling factors),1.45334,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AZ-G1,Katie Hobbs,Kari Lake,2,CANTOR (analysis of comparable disticts),-.7444516,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AZ-G1,Katie Hobbs,Kari Lake,1,Polls adjusted for house effects & other factors,1.935669,7.553856,7.553856,7.553856,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AR-G1,Chris Jones,Sarah Huckabee Sanders,4,Expert ratings adjusted for national environment,-22.28088,0,0,1.900213,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AR-G1,Chris Jones,Sarah Huckabee Sanders,3,Fundamentals (non-polling factors),-24.39236,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AR-G1,Chris Jones,Sarah Huckabee Sanders,2,CANTOR (analysis of comparable disticts),-7.272689,0,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AR-G1,Chris Jones,Sarah Huckabee Sanders,1,Polls adjusted for house effects & other factors,-16.84262,2.370848,2.370848,2.370848,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AL-G1,Yolanda Rochelle Flowers,Kay Ivey,4,Expert ratings adjusted for national environment,-30.48548,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AL-G1,Yolanda Rochelle Flowers,Kay Ivey,3,Fundamentals (non-polling factors),-30.73496,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AL-G1,Yolanda Rochelle Flowers,Kay Ivey,2,CANTOR (analysis of comparable disticts),-28.2027,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AL-G1,Yolanda Rochelle Flowers,Kay Ivey,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AK-G1,"","",4,Expert ratings adjusted for national environment,-15.36334,0,0,1.345357,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AK-G1,"","",3,Fundamentals (non-polling factors),-11.90896,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AK-G1,"","",2,CANTOR (analysis of comparable disticts),-13.86184,.7416257,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,Governor,9/23/22,AK-G1,"","",1,Polls adjusted for house effects & other factors,-19.46797,1.258374,1.258374,1.258374,40000,15:23:21 23 Sep 2022
